condition,case_id,H_dam,z_surface_max,bed_z_at_gauge,h_local_max,u_x_max,u_mag_max,u_at_hmax,h_at_umax,max_h_u2,momentum_flux_proxy,Fr,time_hmax,time_umax,block_disp_pct_deq,gauge_names_used,gauge_x,gauge_y,gauge_z,notes
with_block_ref,hydro2_withblock_ref_H01875,0.1875,0.0664761,0.0,0.0664761,0.821534,0.8288226471611704,0.00771815,0.013155,0.00887854777856718,8.87854777856718,2.286891772023622,9.999006,2.196005,1.2326385281430798,V05;hmax03,5.25,0.5119,0.05,phase 2 interpolation; stable obstruction reference
with_block_ref,hydro2_withblock_ref_H02050,0.205,0.0680324,0.0,0.0680324,0.814305,0.8294058536868425,-0.000477305,0.0135697,0.008997968102359342,8.997968102359343,2.476275494468256,9.999023,2.11601,1.2316514383620973,V05;hmax03,5.25,0.5119,0.05,phase 2 interpolation; stable obstruction reference
with_block_ref,hydro2_withblock_ref_H02175,0.2175,0.0712828,0.0,0.0712828,0.870909,0.8778692218105668,-9.23201e-05,0.0144196,0.010937014059177508,10.937014059177509,2.315590015546747,9.968017,2.052014,1.2326385281430798,V05;hmax03,5.25,0.5119,0.05,phase 2 interpolation; stable obstruction reference
