H_dam,h_ratio_with_block_over_unblocked,u_ratio_with_block_over_unblocked,momentum_ratio_with_block_over_unblocked,block_disp_pct_deq,notes
0.1875,1.3513517359424136,0.9413014285648812,0.7750912062908747,1.2326385281430798,with_block_ref / unblocked by H_dam
0.205,1.2549625811878469,0.9824326248151087,0.6688115501056293,1.2316514383620973,with_block_ref / unblocked by H_dam
0.2175,1.2345586643458983,0.9360667331619361,0.713499888262885,1.2326385281430798,with_block_ref / unblocked by H_dam
