condition,case_id,H_dam,z_surface_max,bed_z_at_gauge,h_local_max,u_x_max,u_mag_max,u_at_hmax,h_at_umax,max_h_u2,momentum_flux_proxy,Fr,time_hmax,time_umax,block_disp_pct_deq,gauge_names_used,gauge_x,gauge_y,gauge_z,notes
unblocked,hydro2_unblocked_H01875,0.1875,0.0491923,0.0,0.0491923,0.872764,0.8733939771479403,-0.25588,0.0132581,0.011454842612722478,11.454842612722478,2.420035156693674,9.998021,2.221024,,V05;hmax03,5.25,0.5119,0.05,phase 2 interpolation; incident transferable flow
unblocked,hydro2_unblocked_H02050,0.205,0.0542107,0.0,0.0542107,0.828866,0.8297004130449767,-0.268781,0.0105999,0.013453667331161134,13.453667331161133,2.5703894944996635,9.99802,1.962015,,V05;hmax03,5.25,0.5119,0.05,phase 2 interpolation; incident transferable flow
unblocked,hydro2_unblocked_H02175,0.2175,0.0577395,0.0,0.0577395,0.930392,0.9313836192595187,-0.255899,0.0116074,0.015328683632740567,15.328683632740567,2.757172818356359,9.999003,1.895017,,V05;hmax03,5.25,0.5119,0.05,phase 2 interpolation; incident transferable flow
