condition,case_id,H_dam,z_surface_max,bed_z_at_gauge,h_local_max,u_x_max,u_mag_max,u_at_hmax,h_at_umax,max_h_u2,momentum_flux_proxy,Fr,time_hmax,time_umax,block_disp_pct_deq,gauge_names_used,gauge_x,gauge_y,gauge_z,notes
with_block_ref,hydro_withblock_ref_H0175,0.175,0.066297,0.0,0.066297,0.777822,0.7787053742913169,0.00127523,0.01254,0.007586788578597361,7.5867885785973606,2.217670148969465,9.993018,2.324019,1.2336256319369425,V05;hmax03,5.25,0.5119,0.05,new run; stable obstruction reference for interaction diagnostics
with_block_ref,hydro_withblock_ref_H0200,0.2,0.068207,0.0,0.068207,0.758525,0.7609507086241855,0.00154607,0.0117384,0.00800974766762316,8.00974766762316,2.3026540937367335,9.999021,2.030011,1.231651438362091,V05;hmax03,5.25,0.5119,0.05,new run; stable obstruction reference for interaction diagnostics
with_block_ref,hydro_withblock_ref_H0210,0.21,0.0691859,0.0,0.0691859,0.86814,0.8699336150803232,-0.000144643,0.0105913,0.00798231392834148,7.98231392834148,2.6932745577214487,9.978003,1.922013,1.2326385281430798,V05;hmax03,5.25,0.5119,0.05,new run; stable obstruction reference for interaction diagnostics
