case_id,status,dp,dam_height,boulder_mass,boulder_rot_z,friction_coefficient,slope_inv,classification_mode,reference_time_s,criterion_class,moved,rotated,max_displacement_m,disp_pct_deq,max_rotation_deg,max_velocity_ms,max_sph_force_N,max_contact_force_N,max_flow_velocity_ms,max_water_height_m,tiempo_min,n_particles,mem_gpu_mb,output_path,quality_flags,notas,batch,source_file,case_name,disp_margin_pct,sim_time_reached_s,n_timesteps,hardware,failed,max_displacement_pct_deq,sim_time_reached,flow_gauge_id,flow_gauge_distance,water_gauge_id,water_gauge_distance,disp_mm,margin_mm,margin_pct_deq,max_rotation,max_velocity,max_sph_force,max_contact_force,max_flow_velocity,max_water_height,disp_pct_deq_unified,margin_train_pct_deq,class_from_margin,is_partial_or_diagnostic,is_official,selection_reason,used_for_gp
batch2_h0225_mu0680,OK,0.003,0.225,1.0,0.0,0.68,20.0,displacement_only,0.500001,FALLO,True,True,0.1117472250572691,111.27921273650792,16.892761271126467,0.1501730013051614,8.818533046811131,70713.75460200472,0.8784874821754718,0.0740575,294.6700846333333,18853854.0,3577.782516479492,C:\Users\Admin\Desktop\SPH-Tesis\data\processed\batch2_h0225_mu0680,,,batch2,exports/batch2_productivo_20260505/batch2_summary.csv,batch2_h0225_mu0680,106.27921273650792,,,,,,,,,,,,,-106.27921273650792,,,,,,,111.27921273650792,-20.0,FALLO,False,True,included,True
batch2_h0225_mu0720,OK,0.003,0.225,1.0,0.0,0.72,20.0,displacement_only,0.500001,FALLO,True,True,0.0631367148496023,62.8722898455196,13.389341045391069,0.1303923717784134,11.823159328530425,70438.84648887093,0.8363768481362572,0.0732072,295.4069336,18853854.0,3577.782516479492,C:\Users\Admin\Desktop\SPH-Tesis\data\processed\batch2_h0225_mu0720,,,batch2,exports/batch2_productivo_20260505/batch2_summary.csv,batch2_h0225_mu0720,57.8722898455196,,,,,,,,,,,,,-57.8722898455196,,,,,,,62.8722898455196,-20.0,FALLO,False,True,included,True
batch3_highH_mu0760,OK,0.003,0.225,1.0,0.0,0.76,20.0,displacement_only,0.500001,FALLO,True,True,0.0449646506713886,44.77633270195227,11.153884204480844,0.1002687840805901,9.3826260221252,70106.99358662817,0.9297746690414888,0.0730931,294.3225260333333,18853854.0,3577.782516479492,C:\Users\Admin\Desktop\SPH-Tesis\data\processed\batch3_highH_mu0760,rotation_diagnostic_only,,batch3,exports/batch3_productivo_20260509/batch3_summary.csv,batch3_highH_mu0760,39.77633270195227,9.999009,9500.0,"Gpu_0=""NVIDIA GeForce RTX 5090""",,,,,,,,,,-39.77633270195227,,,,,,,44.77633270195227,-20.0,FALLO,False,True,included,True
batch3_highH_mu0800,OK,0.003,0.225,1.0,0.0,0.8,20.0,displacement_only,0.500001,FALLO,True,True,0.0258348687823262,25.726668897369983,8.563652596578885,0.1002960776251992,9.999198628777007,70091.93643270886,0.8809587924147889,0.0722208,292.5385416666667,18853854.0,3577.6900024414062,C:\Users\Admin\Desktop\SPH-Tesis\data\processed\batch3_highH_mu0800,rotation_diagnostic_only,,batch3,exports/batch3_productivo_20260509/batch3_summary.csv,batch3_highH_mu0800,20.726668897369983,9.999002,9500.0,"Gpu_0=""NVIDIA GeForce RTX 5090""",,,,,,,,,,-20.726668897369983,,,,,,,25.726668897369983,-20.0,FALLO,False,True,included,True
batch4_mass_m100_H0225_mu0860,OK_SQLITE,0.003,0.225,1.0,0.0,0.86,20.0,displacement_only,0.500001,FALLO,1,1,0.0058725423795827,5.8479473868531135,5.702800219957474,0.100081074149911,9.99023878483893,70451.93383087036,0.9499924616238804,0.0709851,,,,,complete_postprocess_sqlite,,batch4,exports/batch4_mass_probe_20260513/batch4_summary.csv,batch4_mass_m100_H0225_mu0860,,,9500.0,,1,5.8479473868531135,9.99901,V05,0.0682721222315522,hmax03,1.229420174095903,,,-0.8479473868531135,,,,,,,5.8479473868531135,-0.8479473868531135,FALLO,False,True,included,True
al3_highH_m100_mu0870,,0.003,0.225,1.0,0.0,0.87,20.0,displacement_only,0.500001,ESTABLE,0,0,0.0029886578927672,2.976128392235968,,,,,,,,,,,,,al3,exports/al_batch3_gp_after_al2_20260518/al_batch3_summary.csv,al3_highH_m100_mu0870,,,,,,,,,,,,2.9886578927672813,2.0323921072327185,2.023871607764032,4.839221748833038,0.1000646248631353,10.114035225116629,70402.55406978428,0.9094252612887987,0.0714512,2.976128392235968,2.023871607764032,ESTABLE,False,True,included,True
al2_highH_m100_mu0880,,0.003,0.225,1.0,0.0,0.88,20.0,displacement_only,0.500001,ESTABLE,0,0,0.0033273642722128,3.313414795922065,,,,,,,,,,,,,al2,exports/al_batch2_bracket_closing_20260516/al_batch2_summary.csv,al2_highH_m100_mu0880,,,,,,,,,,,,3.327364272212897,1.693685727787103,1.686585204077935,4.758184116065739,0.1000286503857769,9.936924125619004,70493.39822318817,0.9621491065006296,0.0709435,3.313414795922065,1.686585204077935,ESTABLE,False,True,included,True
al2_highH_m115_mu0700,,0.003,0.225,1.15,0.0,0.7,20.0,displacement_only,0.500001,FALLO,1,1,0.022412458276592,22.318497402527456,,,,,,,,,,,,,al2,exports/al_batch2_bracket_closing_20260516/al_batch2_summary.csv,al2_highH_m115_mu0700,,,,,,,,,,,,22.412458276592098,-17.3914082765921,-17.318497402527456,7.904021738785348,0.1000382454164406,10.384083925744244,81021.80705284368,0.84986277177745,0.0721104,22.318497402527456,-17.318497402527456,FALLO,False,True,included,True
al2_highH_m115_mu0740,,0.003,0.225,1.15,0.0,0.74,20.0,displacement_only,0.500001,FALLO,1,1,0.0067476278053845,6.719339386567072,,,,,,,,,,,,,al2,exports/al_batch2_bracket_closing_20260516/al_batch2_summary.csv,al2_highH_m115_mu0740,,,,,,,,,,,,6.747627805384519,-1.7265778053845189,-1.7193393865670723,5.9315724706067305,0.1001777336337771,10.289588260967928,80739.52509825531,0.9814890184446334,0.0716852,6.719339386567072,-1.7193393865670723,FALLO,False,True,included,True
al3_highH_m115_mu0760,,0.003,0.225,1.15,0.0,0.76,20.0,displacement_only,0.500001,ESTABLE,0,1,0.0043054779061097,4.287427834924694,,,,,,,,,,,,,al3,exports/al_batch3_gp_after_al2_20260518/al_batch3_summary.csv,al3_highH_m115_mu0760,,,,,,,,,,,,4.305477906109727,0.7155720938902732,0.7125721650753061,5.1661728377231215,0.1002687840805901,10.592435906929056,80623.04265387409,0.8553340135968228,0.0714793,4.287427834924694,0.7125721650753061,ESTABLE,False,True,included,True
al3_highH_m115_mu0780,,0.003,0.225,1.15,0.0,0.78,20.0,displacement_only,0.500001,ESTABLE,0,0,0.0019030444030551,1.8950661744606223,,,,,,,,,,,,,al3,exports/al_batch3_gp_after_al2_20260518/al_batch3_summary.csv,al3_highH_m115_mu0780,,,,,,,,,,,,1.9030444030551013,3.118005596944898,3.1049338255393777,4.738286067156607,0.1003058415098542,10.194727171205514,80574.03304946389,0.9504528217624691,0.0712747,1.8950661744606223,3.1049338255393777,ESTABLE,False,True,included,True
al1_highH_m115_mu0800,OK_SQLITE,0.003,0.225,1.15,0.0,0.8,20.0,displacement_only,0.500001,ESTABLE,0,0,0.0012988510307192,1.293411268927378,4.759268189668308,0.1002960776251992,10.274824985181011,80605.65150233885,0.8347814804916615,0.0711487,,,,,complete_postprocess_sqlite,,al1,exports/al_batch1_hybrid_20260514/al_batch1_summary.csv,al1_highH_m115_mu0800,,,9500.0,,0,1.293411268927378,9.999005,V05,0.0682721222315522,hmax03,1.229420174095903,,,3.706588731072622,,,,,,,1.293411268927378,3.706588731072622,ESTABLE,False,True,included,True
al2_highH_m125_mu0660,,0.003,0.225,1.25,0.0,0.66,20.0,displacement_only,0.500001,FALLO,1,1,0.016406794354779,16.33801132709198,,,,,,,,,,,,,al2,exports/al_batch2_bracket_closing_20260516/al_batch2_summary.csv,al2_highH_m125_mu0660,,,,,,,,,,,,16.406794354779038,-11.38574435477904,-11.33801132709198,7.12276214802256,0.0999955836124776,9.92960355671489,88583.854037663,0.8865748880738784,0.0713931,16.33801132709198,-11.33801132709198,FALLO,False,True,included,True
al3_highH_m125_mu0700,,0.003,0.225,1.25,0.0,0.7,20.0,displacement_only,0.500001,ESTABLE,0,0,0.0029662722396975,2.9538365876634742,,,,,,,,,,,,,al3,exports/al_batch3_gp_after_al2_20260518/al_batch3_summary.csv,al3_highH_m125_mu0700,,,,,,,,,,,,2.9662722396975374,2.0547777603024624,2.0461634123365258,4.939039754941896,0.1000422883934589,10.34680592409561,88067.2248052499,0.9668401484842258,0.0715041,2.9538365876634742,2.0461634123365258,ESTABLE,False,True,included,True
al1_highH_m125_mu0740,OK_SQLITE,0.003,0.225,1.25,0.0,0.74,20.0,displacement_only,0.500001,ESTABLE,0,0,0.0012712537118921,1.2659295313617436,4.843970472307585,0.1001777336337771,10.162003264318754,87760.39221513769,0.9262040776902464,0.0711211,,,,,complete_postprocess_sqlite,,al1,exports/al_batch1_hybrid_20260514/al_batch1_summary.csv,al1_highH_m125_mu0740,,,9500.0,,0,1.2659295313617436,9.999016,V05,0.0682721222315522,hmax03,1.229420174095903,,,3.734070468638256,,,,,,,1.2659295313617436,3.734070468638256,ESTABLE,False,True,included,True
batch4_mass_m125_H0225_mu0800,OK_SQLITE,0.003,0.225,1.25,0.0,0.8,20.0,displacement_only,0.500001,ESTABLE,0,0,0.0012389003188311,1.2337116386369946,4.833981138426475,0.1002960776251992,10.746285818603978,87614.89526145483,0.9312096022735804,0.0703618,,,,,complete_postprocess_sqlite,,batch4,exports/batch4_mass_probe_20260513/batch4_summary.csv,batch4_mass_m125_H0225_mu0800,,,9500.0,,0,1.2337116386369946,9.999009,V05,0.0682721222315522,hmax03,1.229420174095903,,,3.7662883613630056,,,,,,,1.2337116386369946,3.7662883613630056,ESTABLE,False,True,included,True
