family,family_label,source_csv,case_id,status,is_official,is_partial,dp,dam_height,boulder_mass,boulder_rot_z,friction_coefficient,slope_inv,classification_mode,reference_time_s,criterion_class,max_displacement_m,disp_mm,disp_pct_deq,margin_mm,margin_pct_deq,max_rotation_deg,max_velocity_ms,max_sph_force_N,max_contact_force_N,max_flow_velocity_ms,max_water_height_m,tiempo_min,n_particles,mem_gpu_mb,family_order,margin_pct
al3,AL3,exports\al_batch3_gp_after_al2_20260518\al_batch3_summary.csv,al3_highH_m125_mu0700,OK_EXPORT,True,False,0.003,0.225,1.25,0.0,0.7,20.0,displacement_only,0.500001,ESTABLE,0.0029662722396975,2.9662722396975374,2.9538365876634742,2.0547777603024624,2.0461634123365258,4.939039754941896,0.1000422883934589,10.34680592409561,88067.2248052499,0.9668401484842258,0.0715041,,,,6,2.0461634123365258
al4,AL4,exports\al_batch4_after_al3_20260520\al_batch4_summary.csv,al4_lowH_m085_mu0566,OK_EXPORT,True,False,0.003,0.175,0.85,0.0,0.566,20.0,displacement_only,0.500003,ESTABLE,0.0020201259861704,2.020125986170497,2.0116654284203315,3.0009027535757773,2.9883345715796685,4.516046379130723,0.0999956335196692,8.798045980257434,24290.785610579187,0.7746053559436648,0.0661128,,,,7,2.9883345715796685
al4,AL4,exports\al_batch4_after_al3_20260520\al_batch4_summary.csv,al4_base_m085_mu0790,OK_EXPORT,True,False,0.003,0.2,0.85,0.0,0.79,20.0,displacement_only,0.500009,FALLO,0.0062014817584182,6.201481758418231,6.175509123586105,-1.1804530186719564,-1.1755091235861048,5.4405802646869805,0.1003419590301086,8.56511438376371,9054.34957652166,0.7328512157023078,0.0679788,,,,7,-1.1755091235861048
al4,AL4,exports\al_batch4_after_al3_20260520\al_batch4_summary.csv,al4_base_m100_mu06808,OK_EXPORT,True,False,0.003,0.2,1.0,0.0,0.6808,20.0,displacement_only,0.500009,ESTABLE,0.0035832679218836,3.5832679218836305,3.568260716691997,1.4377608178626438,1.4317392833080032,4.933463496179058,0.0999976310269398,8.363559426394005,10753.34780069175,0.8217874985942168,0.0690101,,,,7,1.4317392833080032
al4,AL4,exports\al_batch4_after_al3_20260520\al_batch4_summary.csv,al4_midH_m085_mu0890,OK_EXPORT,True,False,0.003,0.21,0.85,0.0,0.89,20.0,displacement_only,0.500012,ESTABLE,0.002442725936326,2.4427259363260605,2.432495473476913,2.578302803420214,2.5675045265230865,5.012945868647545,0.0999966822049611,9.024534557305934,6679.078021150587,0.8650073471233745,0.0684596,,,,7,2.5675045265230865
al4,AL4,exports\al_batch4_after_al3_20260520\al_batch4_summary.csv,al4_midH_m100_mu0748,OK_EXPORT,True,False,0.003,0.21,1.0,0.0,0.748,20.0,displacement_only,0.500012,ESTABLE,0.0031571132383876,3.1571132383876046,3.143890825993502,1.8639155013586697,1.856109174006498,5.274785161785713,0.100231693525551,9.309449516920967,7803.826735205443,0.8670115347471221,0.0693666,,,,7,1.856109174006498
al4,AL4,exports\al_batch4_after_al3_20260520\al_batch4_summary.csv,al4_highH_m100_mu0865,OK_EXPORT,True,False,0.003,0.225,1.0,0.0,0.865,20.0,displacement_only,0.500001,ESTABLE,0.0048853440001702,4.885344000170246,4.86488352625633,0.1356847395760283,0.13511647374367,5.6560911649884495,0.1001164082905494,10.16255821219618,70338.15364419401,0.9424356135982128,0.0710731,,,,7,0.13511647374367
al4,AL4,exports\al_batch4_after_al3_20260520\al_batch4_summary.csv,al4_highH_m115_mu0750,OK_EXPORT,True,False,0.003,0.225,1.15,0.0,0.75,20.0,displacement_only,0.500001,FALLO,0.0054768609622665,5.476860962266516,5.453923136220961,-0.4558322225202413,-0.4539231362209612,5.525694004236292,0.1002062403695498,10.250940839841434,80691.99843897783,0.8944713790824388,0.0720039,,,,7,-0.4539231362209612
al4,AL4,exports\al_batch4_after_al3_20260520\al_batch4_summary.csv,al4_highH_m125_mu0680,OK_EXPORT,True,False,0.003,0.225,1.25,0.0,0.68,20.0,displacement_only,0.500001,FALLO,0.0062277287994899,6.22772879948997,6.201646238540226,-1.206700059743696,-1.201646238540226,5.970220107085424,0.099996632273292,9.912437683811383,88392.14374817099,0.85086245902133,0.0712348,,,,7,-1.201646238540226
al5,AL5,exports\al_batch5_after_al4_20260522\al_batch5_summary.csv,al5_base_m085_mu0795,OK_EXPORT,True,False,0.003,0.2,0.85,0.0,0.795,20.0,displacement_only,0.500009,FALLO,0.0073303479453569,7.330347945356958,7.299647467988183,-2.3093192056106835,-2.2996474679881835,5.966550144860985,0.1003449130050945,10.00488486476761,9055.503069527722,0.733933611458847,0.0683245,,,,8,-2.2996474679881835
al5,AL5,exports\al_batch5_after_al4_20260522\al_batch5_summary.csv,al5_midH_m100_mu0744,OK_EXPORT,True,False,0.003,0.21,1.0,0.0,0.744,20.0,displacement_only,0.500012,FALLO,0.0054839761122747,5.483976112274731,5.461008487029544,-0.4629473725284567,-0.4610084870295434,5.636605798964994,0.1002199836260214,8.922054045629235,7805.92811581517,0.8653766469011109,0.0695051,,,,8,-0.4610084870295434
al5,AL5,exports\al_batch5_after_al4_20260522\al_batch5_summary.csv,al5_midH_m115_mu0700,OK_EXPORT,True,False,0.003,0.21,1.15,0.0,0.7,20.0,displacement_only,0.500012,ESTABLE,0.0012712721974462,1.2712721974462762,1.265947939495878,3.7497565422999983,3.734052060504122,4.855723860218946,0.1000656242323006,8.91196037191644,9008.64313938668,0.8705033485407475,0.0699487,,,,8,3.734052060504122
al5,AL5,exports\al_batch5_after_al4_20260522\al_batch5_summary.csv,al5_midH_m125_mu0660,OK_EXPORT,True,False,0.003,0.21,1.25,0.0,0.66,20.0,displacement_only,0.500012,ESTABLE,0.001237647364963,1.2376473649630564,1.232463932307225,3.783381374783218,3.767536067692775,4.722999689037697,0.0999955836124776,8.966531509902866,9849.5315325026,0.8704038708403015,0.0694956,,,,8,3.767536067692775
al5,AL5,exports\al_batch5_after_al4_20260522\al_batch5_summary.csv,al5_highH_m085_mu0900,OK_EXPORT,True,False,0.003,0.225,0.85,0.0,0.9,20.0,displacement_only,0.500001,FALLO,0.0358803210827323,35.88032108273238,35.73004950031964,-30.859292342986105,-30.73004950031964,9.895782137584517,0.0999975811357454,9.553653828248123,60141.42829786288,0.8796142125389759,0.0726175,,,,8,-30.73004950031964
al5,AL5,exports\al_batch5_after_al4_20260522\al_batch5_summary.csv,al5_highH_m100_mu08625,OK_EXPORT,True,False,0.003,0.225,1.0,0.0,0.8625,20.0,displacement_only,0.500001,FALLO,0.0056343228519492,5.634322851949251,5.610725554454771,-0.6132941122029765,-0.6107255544547714,5.752839491998092,0.1000899652562633,9.985967770877291,70409.48424621832,0.8814923744183213,0.0711812,,,,8,-0.6107255544547714
al5,AL5,exports\al_batch5_after_al4_20260522\al_batch5_summary.csv,al5_highH_m115_mu0755,OK_EXPORT,True,False,0.003,0.225,1.15,0.0,0.755,20.0,displacement_only,0.500001,ESTABLE,0.0034839339833013,3.4839339833013185,3.469342801926853,1.5370947564449555,1.530657198073147,5.193639120726291,0.1002531193878774,9.96342841638359,80637.80482425226,0.8688613906868972,0.0708224,,,,8,1.530657198073147
al5,AL5,exports\al_batch5_after_al4_20260522\al_batch5_summary.csv,al5_highH_m125_mu0690,OK_EXPORT,True,False,0.003,0.225,1.25,0.0,0.69,20.0,displacement_only,0.500001,ESTABLE,0.0033577483526912,3.357748352691262,3.343685653610637,1.6632803870550124,1.656314346389363,4.925596123272231,0.1000025253131139,10.070749864513566,88189.83322901564,0.9764738834696808,0.0714001,,,,8,1.656314346389363
al6,AL6,exports\al_batch6_after_al5_20260523\al_batch6_summary.csv,al6_base_m085_mu07975,OK_EXPORT,True,False,0.003,0.2,0.85,0.0,0.7975,20.0,displacement_only,0.500009,FALLO,0.0071499293702809,7.149929370280902,7.119984510029122,-2.128900630534628,-2.1199845100291217,5.568000988122372,0.1003410081771156,9.783999436627386,9057.803534681518,0.732980039384978,0.0679487,,,,9,-2.1199845100291217
al6,AL6,exports\al_batch6_after_al5_20260523\al_batch6_summary.csv,al6_midH_m100_mu0746,OK_EXPORT,True,False,0.003,0.21,1.0,0.0,0.746,20.0,displacement_only,0.500012,FALLO,0.006879856175822,6.879856175822095,6.851042418221404,-1.8588274360758208,-1.851042418221404,5.964718586388204,0.1002248891543413,8.99796475455361,7805.809708988556,0.8651975201809411,0.0690199,,,,9,-1.851042418221404
al6,AL6,exports\al_batch6_after_al5_20260523\al_batch6_summary.csv,al6_midH_m115_mu0685,OK_EXPORT,True,False,0.003,0.21,1.15,0.0,0.685,20.0,displacement_only,0.500012,ESTABLE,0.0013415729573901,1.341572957390164,1.3359542704568916,3.6794557823561114,3.664045729543109,5.157743908261293,0.099998679696284,9.0828347558733,9030.548358947037,0.8653868436651091,0.06953,,,,9,3.664045729543109
al6,AL6,exports\al_batch6_after_al5_20260523\al_batch6_summary.csv,al6_midH_m125_mu0640,OK_EXPORT,True,False,0.003,0.21,1.25,0.0,0.64,20.0,displacement_only,0.500012,ESTABLE,0.0013200852245214,1.3200852245214825,1.3145565310866854,3.700943515224792,3.685443468913314,4.68030310372114,0.0999945848583812,9.496151585337085,9888.55166877942,0.8881117268768385,0.0693391,,,,9,3.685443468913314
al6,AL6,exports\al_batch6_after_al5_20260523\al_batch6_summary.csv,al6_highH_m100_mu0864,OK_EXPORT,True,False,0.003,0.225,1.0,0.0,0.864,20.0,displacement_only,0.500001,FALLO,0.0051013141444143,5.101314144414372,5.079949158658028,-0.080285404668098,-0.0799491586580281,5.686731292489694,0.1001145554802097,9.821895778062654,70359.16068361847,0.9842166275432964,0.0710559,,,,9,-0.0799491586580281
al6,AL6,exports\al_batch6_after_al5_20260523\al_batch6_summary.csv,al6_highH_m115_mu07525,OK_EXPORT,True,False,0.003,0.225,1.15,0.0,0.7525,20.0,displacement_only,0.500001,FALLO,0.0054202159551072,5.420215955107249,5.397515365925935,-0.3991872153609748,-0.3975153659259351,5.248340502043649,0.100231693525551,10.000106958210798,80660.43371127259,0.8110871547304211,0.0714169,,,,9,-0.3975153659259351
al6,AL6,exports\al_batch6_after_al5_20260523\al_batch6_summary.csv,al6_highH_m125_mu0685,OK_EXPORT,True,False,0.003,0.225,1.25,0.0,0.685,20.0,displacement_only,0.500001,ESTABLE,0.0040884307503003,4.088430750300381,4.071307855635756,0.9325979894458936,0.928692144364244,5.1334103331249175,0.0999987296219307,10.506271853250324,88281.20698741729,0.9098600747512772,0.0710455,,,,9,0.928692144364244
al7,AL7 local,exports\al_batch7_localgp_20260527\al_batch7_summary.csv,al7_midH_m115_mu0620,OK_EXPORT,True,False,0.003,0.21,1.15,0.0,0.62,20.0,displacement_only,0.500012,FALLO,0.0130935310363555,13.093531036355538,13.038638368822792,-8.072481036355537,-8.038638368822793,6.399065543801378,0.0999934863578623,8.797148829052512,9085.952950273077,0.8618771989362116,0.0691534,,,,10,-8.038638368822793
al7,AL7 local,exports\al_batch7_localgp_20260527\al_batch7_summary.csv,al7_midH_m125_mu0560,OK_EXPORT,True,False,0.003,0.21,1.25,0.0,0.56,20.0,displacement_only,0.500012,FALLO,0.0267353486044226,26.73534860442261,26.62326466020316,-21.714298604422616,-21.62326466020316,8.283889520409453,0.0999976809431098,8.703192003383815,9904.62334788283,0.8686576667723425,0.0691276,,,,10,-21.62326466020316
al8,AL8,exports\al_batch8_after_al7_20260528\al_batch8_summary.csv,al8_midH_m115_mu06400,OK_EXPORT,True,False,0.003,0.21,1.15,0.0,0.64,20.0,displacement_only,0.500012,FALLO,0.0068236525409781,6.823652540978165,6.79504539984482,-1.8026025409781656,-1.7950453998448197,5.410833035391349,0.0999956335346699,9.294821800662396,9097.470743786262,0.8587254307364199,0.069198,,,,11,-1.7950453998448197
al8,AL8,exports\al_batch8_after_al7_20260528\al_batch8_summary.csv,al8_midH_m115_mu06525,OK_EXPORT,True,False,0.003,0.21,1.15,0.0,0.6525,20.0,displacement_only,0.500012,FALLO,0.0051122139039755,5.1122139039755705,5.0907817129639925,-0.0911639039755707,-0.0907817129639925,5.214643856505705,0.0999945848583812,8.787066117140578,9080.271915797535,0.8806513881639633,0.070088,,,,11,-0.0907817129639925
al8,AL8,exports\al_batch8_after_al7_20260528\al_batch8_summary.csv,al8_midH_m115_mu06675,OK_EXPORT,True,False,0.003,0.21,1.15,0.0,0.6675,20.0,displacement_only,0.500012,ESTABLE,0.0032145690224353,3.214569022435353,3.2010924233331206,1.8064809775646469,1.7989075766668794,5.297077143139354,0.0999966822049611,9.33255386618931,9064.79183155654,0.8737640168423503,0.0691937,,,,11,1.7989075766668794
al8,AL8,exports\al_batch8_after_al7_20260528\al_batch8_summary.csv,al8_midH_m115_mu06775,OK_EXPORT,True,False,0.003,0.21,1.15,0.0,0.6775,20.0,displacement_only,0.500012,ESTABLE,0.0014757811490864,1.4757811490864434,1.4695941576826,3.5452688509135566,3.5304058423174,5.009306015552281,0.0999966822049611,9.019774192629711,9048.146589019874,0.8737011929366137,0.0693882,,,,11,3.5304058423174
al8,AL8,exports\al_batch8_after_al7_20260528\al_batch8_summary.csv,al8_midH_m125_mu05900,OK_EXPORT,True,False,0.003,0.21,1.25,0.0,0.59,20.0,displacement_only,0.500012,FALLO,0.0052084754007294,5.208475400729429,5.18663964781214,-0.1874254007294293,-0.1866396478121403,5.218928936486488,0.0999987296219307,10.163250464286758,9917.108932904854,0.8737821116266342,0.0694623,,,,11,-0.1866396478121403
al8,AL8,exports\al_batch8_after_al7_20260528\al_batch8_summary.csv,al8_midH_m125_mu06000,OK_EXPORT,True,False,0.003,0.21,1.25,0.0,0.6,20.0,displacement_only,0.500012,ESTABLE,0.0029510167739269,2.9510167739269826,2.93864507814798,2.070033226073017,2.06135492185202,5.358287907018589,0.0999945848583812,9.23154704914236,9910.167327291696,0.8807297223264637,0.0689139,,,,11,2.06135492185202
al8,AL8,exports\al_batch8_after_al7_20260528\al_batch8_summary.csv,al8_midH_m125_mu06200,OK_EXPORT,True,False,0.003,0.21,1.25,0.0,0.62,20.0,displacement_only,0.500012,ESTABLE,0.00185783449209,1.8578344920900731,1.8500457992751247,3.1632155079099267,3.149954200724875,4.588440588280791,0.0999956335346699,9.284523641554316,9876.03538308612,0.8606297823670757,0.0697673,,,,11,3.149954200724875
al8,AL8,exports\al_batch8_after_al7_20260528\al_batch8_summary.csv,al8_midH_m125_mu06300,OK_EXPORT,True,False,0.003,0.21,1.25,0.0,0.63,20.0,displacement_only,0.500012,ESTABLE,0.0014861483775181,1.4861483775181052,1.479917923062014,3.5349016224818945,3.520082076937986,4.6102639495988,0.0999935362460994,9.0682219512035,9882.1756113453,0.8649431745893658,0.0696345,,,,11,3.520082076937986
